customer_id,join_date,age,gender,region_code,is_married,prefer_category,income_group
C050307,2022-02-20,19,F,R01,1,Beauty,G3
C050308,2021-04-26,38,F,R01,1,Electronics,G1
C050312,2021-02-13,45,M,R03,0,Home,G4
C050313,2020-06-16,42,M,R01,1,Fashion,G3
C050314,2021-07-19,66,F,R06,0,Grocery,G1
C050315,2021-01-31,57,F,R01,1,Home,G4
C050317,2022-09-16,31,F,R06,1,Grocery,G2
C050318,2022-02-25,21,M,R02,1,Beauty,G2
C050319,2020-02-11,54,F,R02,1,Beauty,G3
C050320,2020-02-10,40,M,R06,1,Beauty,G2
C050322,2021-05-01,39,F,R01,1,Grocery,G4
C050325,2022-04-23,19,M,R06,0,Beauty,G3
C050326,2021-02-02,45,F,R01,1,Home,G4
C050327,2020-06-30,33,M,R07,1,Grocery,G2
C050329,2022-07-29,25,F,R04,0,Grocery,G2
C050332,2021-12-18,28,M,R01,1,Home,G2
C050333,2022-05-16,29,M,R03,0,Grocery,G4
C050334,2021-04-08,27,F,R06,1,Grocery,G1
C050337,2021-02-04,38,F,R06,1,Electronics,G3
C050338,2020-05-25,45,F,R07,0,Fashion,G4
C050339,2020-10-24,29,M,R04,1,Fashion,G2
C050342,2020-03-25,33,M,R07,1,Electronics,G3
C050344,2021-04-26,49,M,R04,1,Fashion,G2
C050345,2020-02-21,19,M,R06,0,Home,G4
C050346,2021-07-01,35,M,R03,0,Home,G2
C050347,2020-04-16,19,M,R02,0,Electronics,G3
C050348,2020-08-06,35,M,R01,1,Fashion,G4
C050349,2022-07-23,28,F,R06,1,Beauty,G5
C050352,2021-01-05,36,M,R03,1,Home,G2
C050353,2022-09-24,62,M,R01,0,Home,G4
C050354,2022-03-20,41,F,R06,1,Grocery,G3
C050355,2020-09-10,38,M,R01,0,Grocery,G2
C050356,2021-02-08,39,M,R04,1,Electronics,G2
C050357,2021-08-02,48,F,R04,0,Electronics,G5
C050358,2022-09-11,41,F,R02,1,Electronics,G3
C050361,2020-01-30,36,F,R05,0,Fashion,G3
C050363,2020-10-15,44,M,R03,1,Electronics,G3
C050366,2022-09-11,23,F,R05,0,Beauty,G4
C050367,2021-07-18,48,F,R06,1,Beauty,G2
C050369,2021-11-19,44,F,R04,1,Fashion,G1
C050370,2022-09-10,39,M,R07,1,Fashion,G3
C050371,2020-05-12,47,F,R06,0,Fashion,G5
C050372,2021-05-16,39,M,R05,0,Home,G2
C050373,2021-05-17,44,M,R03,1,Grocery,G2
C050374,2022-05-23,39,M,R01,1,Electronics,G4
C050375,2022-09-25,32,M,R07,1,Fashion,G4
C050376,2020-03-17,54,M,R04,1,Electronics,G2
C050377,2020-12-15,40,F,R01,1,Fashion,G4
C050378,2020-02-29,33,F,R01,0,Fashion,G5
C050379,2021-03-30,48,M,R01,0,Home,G5
C050380,2022-05-28,53,M,R06,0,Home,G4
C050383,2020-03-31,30,F,R06,1,Beauty,G2
C050384,2022-07-19,62,F,R02,0,Beauty,G2
C050386,2020-10-24,22,F,R06,1,Electronics,G3
C050387,2020-11-20,38,M,R06,0,Fashion,G5
C050388,2020-10-06,27,F,R07,1,Electronics,G2
C050389,2021-12-11,19,M,R04,0,Electronics,G2
C050391,2020-04-27,35,M,R01,0,Fashion,G3
C050392,2021-11-25,27,M,R01,1,Home,G5
C050394,2021-07-20,32,F,R07,0,Home,G2
C050397,2020-04-10,35,F,R07,1,Electronics,G4
C050398,2021-01-22,49,M,R04,1,Beauty,G3
C050401,2020-02-22,61,M,R06,1,Beauty,G2
C050402,2021-12-30,30,F,R05,1,Electronics,G1
C050404,2022-03-08,48,F,R05,0,Home,G4
C050407,2021-09-07,35,M,R06,0,Grocery,G2
C050409,2020-12-29,34,M,R02,1,Fashion,G4
C050410,2022-01-03,40,M,R05,0,Beauty,G3
C050412,2022-05-09,32,F,R04,0,Home,G1
C050414,2020-11-22,41,F,R06,1,Beauty,G3
C050416,2021-04-20,32,F,R07,1,Electronics,G4
C050417,2022-04-02,37,M,R04,0,Home,G3
C050419,2020-04-06,42,F,R06,1,Beauty,G3
C050421,2020-03-13,31,M,R05,0,Electronics,G4
C050422,2022-09-20,41,F,R06,1,Beauty,G3
C050423,2020-09-12,19,F,R05,0,Fashion,G1
C050424,2022-01-12,45,F,R06,1,Grocery,G1
C050426,2022-09-20,19,F,R07,1,Beauty,G3
C050427,2020-11-28,34,F,R03,0,Electronics,G2
C050428,2020-06-05,42,M,R07,1,Fashion,G2
C050429,2021-02-22,25,F,R01,1,Beauty,G3
C050431,2021-04-02,30,M,R07,0,Fashion,G3
C050432,2022-01-03,19,F,R06,1,Home,G4
C050436,2022-01-01,19,F,R04,0,Home,G1
C050438,2020-08-31,59,F,R03,1,Beauty,G5
C050439,2022-08-23,30,M,R05,0,Beauty,G1
C050443,2020-07-12,37,F,R02,1,Grocery,G1
C050444,2021-01-09,34,M,R06,1,Beauty,G2
C050446,2021-01-01,34,F,R02,0,Electronics,G4
C050447,2020-06-03,32,F,R02,1,Home,G2
C050448,2021-05-13,36,F,R01,1,Home,G2
C050449,2021-06-17,27,F,R05,1,Home,G2
C050451,2021-09-19,41,M,R03,1,Electronics,G1
C050456,2020-10-09,68,M,R01,0,Grocery,G3
C050457,2020-10-18,41,M,R06,1,Home,G3
C050458,2020-12-28,40,M,R01,1,Electronics,G2
C050460,2021-07-21,36,F,R02,1,Fashion,G1
C050461,2020-09-22,21,F,R01,1,Grocery,G4
C050463,2022-04-28,31,F,R03,0,Beauty,G3
C050465,2021-12-14,42,F,R05,0,Beauty,G3
C050466,2021-12-14,28,M,R06,0,Beauty,G3
C050468,2022-04-28,32,M,R03,1,Grocery,G3
C050469,2022-06-13,37,M,R03,0,Beauty,G3
C050470,2021-04-18,19,M,R07,0,Home,G5
C050471,2021-12-30,42,F,R02,1,Beauty,G2
C050475,2020-06-26,54,M,R06,0,Grocery,G2
C050476,2021-04-19,28,M,R07,1,Grocery,G1
C050477,2021-07-26,32,M,R06,0,Fashion,G3
C050478,2021-02-08,37,F,R02,1,Electronics,G5
C050479,2020-02-05,40,F,R04,1,Fashion,G2
C050482,2021-08-29,32,F,R06,1,Fashion,G2
C050484,2020-02-13,34,F,R04,1,Grocery,G1
C050487,2021-10-19,56,M,R04,0,Home,G1
C050488,2021-04-16,23,M,R04,1,Electronics,G2
C050490,2021-06-08,45,M,R02,1,Home,G4
C050492,2022-02-11,39,M,R04,0,Grocery,G2
C050493,2021-10-01,31,M,R01,1,Fashion,G3
C050494,2021-07-04,43,M,R05,1,Home,G5
C050495,2020-06-05,30,M,R05,0,Beauty,G4
C050498,2020-06-22,58,M,R03,1,Grocery,G2
C050499,2022-07-17,23,M,R07,1,Fashion,G4
C050500,2022-09-10,43,F,R04,1,Grocery,G3
C050501,2021-01-28,25,M,R03,0,Beauty,G4
C050503,2020-10-07,48,M,R05,0,Home,G3
C050504,2021-08-08,35,M,R07,0,Grocery,G2
C050508,2021-02-15,45,F,R02,1,Electronics,G5
C050509,2022-08-29,47,M,R03,1,Electronics,G1
C050510,2021-11-14,24,M,R01,0,Fashion,G1
C050511,2020-07-04,41,F,R04,1,Electronics,G4
C050512,2021-06-27,28,F,R03,0,Beauty,G2
C050514,2022-05-10,34,M,R02,0,Home,G2
C050516,2020-11-04,29,M,R01,0,Beauty,G3
C050517,2020-07-07,66,F,R06,0,Electronics,G3
C050518,2022-03-28,53,F,R07,1,Home,G2
C050520,2021-06-21,37,F,R03,0,Fashion,G3
C050521,2021-01-21,39,F,R02,1,Home,G4
C050522,2022-05-07,19,M,R02,1,Grocery,G3
C050523,2021-07-04,24,M,R01,1,Home,G4
C050524,2020-07-11,37,M,R06,0,Fashion,G1
C050526,2020-02-22,44,F,R03,1,Home,G5
C050527,2021-04-19,40,M,R01,1,Grocery,G2
C050529,2020-07-14,41,M,R05,1,Fashion,G1
C050530,2020-07-29,21,F,R02,1,Fashion,G5
C050531,2022-02-28,25,M,R07,0,Fashion,G4
C050535,2021-04-01,45,M,R01,1,Electronics,G4
C050536,2020-11-26,51,M,R05,1,Beauty,G2
C050540,2020-01-29,36,F,R01,0,Fashion,G4
C050542,2020-05-01,37,F,R03,1,Electronics,G2
C050543,2021-04-02,49,F,R02,1,Fashion,G3
C050544,2021-02-21,20,M,R04,0,Electronics,G4
C050546,2021-08-20,26,F,R02,1,Grocery,G3
C050547,2022-03-24,35,F,R04,0,Home,G3
C050548,2021-05-30,32,F,R01,1,Electronics,G3
C050549,2020-01-02,51,F,R07,1,Electronics,G2
C050551,2020-10-28,29,M,R04,1,Home,G2
C050552,2020-03-19,39,F,R05,1,Electronics,G4
C050554,2021-11-08,26,F,R03,1,Grocery,G3
C050556,2022-09-01,48,F,R04,1,Home,G4
C050558,2020-11-23,35,M,R05,1,Grocery,G2
C050559,2020-10-02,56,M,R06,1,Grocery,G4
C050560,2021-12-16,36,F,R06,1,Electronics,G3
C050561,2021-03-27,35,F,R01,1,Grocery,G3
C050562,2021-07-18,40,M,R03,1,Grocery,G1
C050567,2022-07-23,26,M,R03,1,Fashion,G2
C050569,2020-06-12,37,M,R03,0,Grocery,G3
C050571,2021-06-10,39,F,R05,1,Home,G3
C050572,2020-01-01,32,M,R02,1,Home,G3
C050573,2022-05-12,52,F,R06,0,Home,G2
C050575,2020-05-30,29,F,R06,1,Grocery,G5
C050576,2020-06-28,38,F,R04,1,Fashion,G3
C050578,2022-01-13,19,F,R05,0,Electronics,G4
C050579,2021-05-01,32,M,R01,1,Beauty,G1
C050581,2020-01-18,36,M,R02,0,Home,G1
C050582,2020-08-12,29,M,R03,0,Home,G2
C050583,2020-04-14,23,M,R05,1,Beauty,G2
C050584,2022-09-25,47,M,R01,1,Beauty,G5
C050585,2021-12-18,21,F,R01,1,Grocery,G3
C050589,2021-01-06,27,M,R02,1,Electronics,G4
C050591,2020-08-16,27,F,R04,1,Home,G5
C050593,2020-05-21,30,M,R02,1,Home,G2
C050594,2021-12-18,44,F,R06,0,Fashion,G4
C050599,2022-03-29,28,F,R01,0,Grocery,G2
C050600,2021-12-09,31,F,R06,1,Electronics,G1
C050602,2020-09-27,22,F,R01,1,Home,G5
C050604,2021-12-11,51,M,R06,1,Electronics,G3
C050605,2020-11-20,45,M,R07,1,Beauty,G4
C050606,2022-09-16,20,M,R06,1,Electronics,G2
C050607,2021-06-10,44,F,R06,1,Fashion,G2
C050608,2022-03-08,42,M,R07,1,Grocery,G2
C050609,2022-04-25,44,F,R07,1,Home,G1
C050612,2021-06-30,43,M,R07,1,Electronics,G3
C050613,2020-03-09,27,M,R03,1,Electronics,G3
C050614,2022-06-26,47,M,R02,0,Fashion,G4
C050616,2021-07-11,24,F,R02,0,Beauty,G5
C050618,2022-08-22,48,F,R06,1,Grocery,G2
C050619,2022-01-29,53,F,R02,0,Home,G4
C050622,2020-02-17,41,F,R07,0,Electronics,G4
C050623,2020-08-18,23,F,R04,1,Home,G2
C050624,2021-08-01,50,M,R04,0,Grocery,G3
C050625,2021-04-21,52,M,R06,1,Grocery,G4
C050627,2020-03-29,26,F,R03,1,Home,G5
C050628,2021-12-31,22,F,R07,0,Electronics,G2
C050629,2022-07-20,37,M,R06,0,Grocery,G1
C050630,2020-02-21,33,F,R03,0,Home,G2
C050631,2021-06-17,20,M,R06,1,Home,G3
C050635,2022-08-18,42,M,R02,1,Home,G2
C050637,2021-08-22,52,M,R01,1,Home,G1
C050638,2021-10-09,49,F,R01,1,Home,G4
C050640,2021-07-04,31,F,R04,0,Electronics,G2
C050641,2021-06-13,27,M,R02,1,Home,G3
C050642,2020-04-14,33,M,R05,1,Grocery,G2
C050644,2021-10-19,22,F,R06,1,Fashion,G3
C050646,2022-01-05,37,F,R03,1,Home,G1
C050647,2020-04-26,53,F,R01,0,Beauty,G2
C050648,2020-01-01,38,M,R07,1,Fashion,G3
C050650,2022-06-14,46,M,R03,1,Home,G4
C050651,2021-06-21,33,F,R07,1,Fashion,G4
C050653,2021-05-10,42,M,R05,1,Home,G2
C050654,2020-01-12,44,F,R06,0,Electronics,G2
C050655,2020-10-20,31,F,R03,1,Beauty,G4
C050659,2021-07-18,41,F,R02,0,Fashion,G3
C050660,2022-02-19,20,M,R06,1,Fashion,G1
C050661,2022-01-29,40,F,R05,0,Grocery,G2
C050665,2020-05-25,29,F,R02,0,Electronics,G4
C050666,2022-07-03,35,F,R03,1,Fashion,G3
C050667,2021-02-06,40,M,R06,0,Electronics,G2
C050668,2021-05-13,38,M,R01,1,Grocery,G3
C050669,2022-08-23,45,M,R01,0,Fashion,G3
C050670,2021-07-13,19,F,R02,0,Home,G3
C050671,2020-07-17,29,M,R06,1,Beauty,G1
C050673,2022-07-12,42,M,R01,0,Beauty,G2
C050678,2020-07-27,39,F,R06,0,Beauty,G2
C050679,2020-12-07,47,M,R04,0,Fashion,G4
C050682,2021-06-24,42,F,R05,1,Electronics,G3
C050683,2020-06-24,19,M,R07,0,Fashion,G4
C050684,2021-05-25,32,F,R04,1,Grocery,G5
C050685,2020-01-19,29,F,R03,1,Beauty,G5
C050686,2021-05-09,34,F,R02,1,Fashion,G3
C050689,2020-12-10,19,F,R02,1,Fashion,G3
C050691,2021-11-18,19,F,R03,1,Home,G2
C050692,2022-02-05,33,M,R05,1,Home,G2
C050693,2022-07-04,36,F,R03,1,Electronics,G3
C050694,2020-08-16,38,F,R01,1,Beauty,G2
C050695,2020-05-26,28,F,R07,0,Home,G1
C050696,2020-10-24,24,F,R04,1,Fashion,G4
C050697,2020-11-28,28,F,R03,1,Electronics,G3
C050698,2022-01-20,38,M,R03,1,Grocery,G2
C050700,2021-03-08,35,F,R02,1,Grocery,G4
C050701,2021-02-02,47,F,R03,1,Fashion,G2
C050702,2021-11-30,39,M,R05,1,Beauty,G4
C050704,2020-11-30,44,F,R07,1,Grocery,G2
C050706,2021-02-14,43,M,R04,0,Beauty,G3
C050708,2021-11-25,32,M,R01,1,Grocery,G3
C050709,2021-08-21,36,M,R02,1,Home,G4
C050710,2020-09-27,26,F,R03,1,Beauty,G2
C050711,2020-06-28,30,M,R03,1,Home,G3
C050712,2021-02-18,31,F,R07,1,Grocery,G3
C050714,2020-12-11,29,F,R03,1,Beauty,G2
C050716,2022-02-19,49,F,R01,1,Fashion,G3
C050717,2021-03-13,44,M,R02,0,Fashion,G4
C050718,2020-01-13,31,F,R01,1,Fashion,G4
C050720,2022-01-07,31,M,R05,1,Fashion,G3
C050722,2022-01-23,36,M,R04,1,Fashion,G1
C050724,2021-11-22,45,F,R05,1,Grocery,G2
C050725,2021-02-24,19,F,R04,1,Grocery,G5
C050727,2021-09-29,42,F,R03,1,Electronics,G5
C050728,2020-10-09,27,F,R07,1,Fashion,G1
C050729,2021-02-21,38,F,R06,1,Home,G2
C050730,2020-12-21,57,M,R01,1,Grocery,G2
C050734,2021-06-16,50,M,R02,1,Beauty,G2
C050735,2020-01-16,36,F,R05,1,Fashion,G3
C050736,2021-04-09,25,F,R06,1,Grocery,G4
C050737,2021-04-07,39,F,R01,0,Home,G1
C050738,2022-02-19,50,F,R03,1,Grocery,G3
C050739,2021-06-28,32,M,R05,1,Electronics,G3
C050742,2021-02-14,53,F,R07,0,Electronics,G4
C050749,2022-01-09,31,F,R07,0,Fashion,G2
C050750,2021-04-11,23,F,R04,1,Home,G4
C050751,2022-01-03,19,F,R04,0,Beauty,G2
C050756,2020-09-29,19,M,R07,1,Grocery,G5
C050757,2021-04-03,31,M,R05,1,Grocery,G3
C050758,2022-03-30,38,F,R04,0,Beauty,G2
C050759,2020-06-21,49,F,R04,1,Fashion,G2
C050760,2021-07-21,36,F,R07,1,Electronics,G4
C050763,2021-06-04,24,M,R07,0,Electronics,G4
C050765,2022-07-01,40,M,R02,1,Home,G2
C050768,2021-06-17,24,F,R04,0,Fashion,G2
C050769,2020-03-12,42,F,R02,0,Home,G2
C050773,2022-09-18,27,M,R07,1,Electronics,G5
C050774,2022-04-19,39,F,R06,1,Fashion,G3
C050776,2021-09-26,31,F,R03,1,Beauty,G4
C050778,2022-01-05,59,M,R07,1,Home,G2
C050780,2022-05-15,29,F,R04,1,Beauty,G2
C050782,2021-02-12,31,M,R05,1,Fashion,G1
C050783,2022-09-17,44,F,R01,1,Beauty,G3
C050785,2021-01-01,48,F,R02,1,Grocery,G3
C050786,2020-09-12,34,F,R02,0,Home,G1
C050787,2021-06-08,30,M,R03,0,Grocery,G3
C050788,2021-03-15,55,F,R02,1,Fashion,G2
C050791,2021-03-10,31,F,R04,1,Beauty,G2
C050792,2021-11-20,19,F,R02,0,Fashion,G2
C050794,2020-11-03,27,M,R05,0,Grocery,G2
C050795,2021-11-03,25,F,R06,1,Beauty,G3
C050796,2020-04-04,41,F,R07,1,Grocery,G4
C050800,2020-06-16,28,F,R01,0,Beauty,G3
C050802,2022-07-22,19,M,R02,1,Home,G4
C050803,2020-01-03,54,M,R05,0,Electronics,G4
C050806,2021-10-03,48,F,R01,1,Beauty,G3
C050807,2020-01-23,37,M,R06,1,Beauty,G2
C050808,2020-04-07,33,F,R03,0,Electronics,G4
C050809,2021-10-31,42,M,R02,1,Electronics,G2
C050810,2022-01-20,49,M,R02,0,Fashion,G4
C050813,2021-06-17,33,M,R06,1,Fashion,G3
C050818,2021-12-29,40,M,R07,1,Home,G5
C050819,2020-08-01,32,M,R04,1,Fashion,G5
C050821,2021-10-31,47,M,R04,0,Electronics,G4
C050822,2020-07-28,68,M,R05,1,Beauty,G2
C050823,2022-07-08,28,F,R03,1,Beauty,G2
C050827,2021-11-25,21,F,R01,1,Grocery,G4
C050828,2020-01-23,28,M,R04,1,Grocery,G4
C050831,2021-09-22,37,M,R04,1,Electronics,G5
C050834,2021-04-26,19,F,R06,0,Fashion,G1
C050835,2020-04-29,36,F,R07,1,Electronics,G3
C050837,2020-07-26,28,M,R01,1,Grocery,G3
C050838,2022-05-10,56,M,R04,0,Electronics,G1
C050841,2020-06-03,37,M,R03,1,Beauty,G2
C050843,2022-05-17,38,F,R04,1,Electronics,G3
C050846,2021-01-28,43,M,R07,0,Fashion,G3
C050849,2020-11-08,43,F,R03,1,Electronics,G4
C050850,2022-03-08,50,M,R05,1,Grocery,G3
C050852,2020-06-05,36,M,R04,0,Electronics,G2
C050853,2020-01-14,43,F,R03,1,Electronics,G2
C050855,2020-12-04,40,M,R01,1,Fashion,G2
C050859,2020-08-07,51,F,R01,0,Beauty,G4
C050860,2022-01-13,29,F,R06,0,Fashion,G4
C050862,2022-03-16,23,M,R04,0,Home,G1
C050866,2022-07-14,19,F,R01,1,Home,G3
C050867,2022-03-18,35,F,R04,1,Electronics,G3
C050868,2020-05-19,48,F,R01,0,Beauty,G4
C050869,2022-09-14,27,F,R04,1,Beauty,G4
C050870,2021-05-12,57,M,R06,0,Beauty,G3
C050871,2021-10-15,27,F,R02,1,Electronics,G3
C050873,2022-04-15,42,F,R03,1,Home,G3
C050874,2022-03-27,40,F,R01,1,Home,G5
C050877,2021-11-06,23,M,R01,0,Fashion,G5
C050878,2022-04-11,21,F,R03,0,Grocery,G2
C050879,2020-04-05,40,F,R02,1,Home,G4
C050880,2020-01-28,43,M,R05,0,Grocery,G1
C050881,2022-09-14,35,M,R02,0,Fashion,G3
C050883,2021-02-19,28,M,R07,0,Home,G3
C050885,2020-01-25,35,M,R03,1,Electronics,G1
C050887,2021-02-07,57,F,R05,1,Grocery,G3
C050890,2020-06-13,33,F,R02,1,Home,G3
C050892,2022-08-06,40,M,R03,1,Grocery,G4
C050893,2022-09-11,40,M,R07,1,Electronics,G4
C050894,2021-09-05,34,F,R04,1,Beauty,G2
C050896,2021-09-09,19,M,R03,1,Home,G3
C050897,2022-04-21,35,M,R07,1,Fashion,G2
C050898,2020-03-09,27,F,R06,1,Beauty,G2
C050899,2021-06-03,30,M,R07,1,Grocery,G5
C050902,2020-04-10,35,F,R05,1,Grocery,G2
C050903,2020-01-01,38,M,R03,1,Home,G2
C050904,2020-12-16,19,F,R04,1,Electronics,G5
C050905,2020-01-07,38,F,R06,0,Home,G2
C050907,2021-09-14,25,F,R07,1,Home,G5
C050908,2022-05-04,52,F,R04,0,Grocery,G2
C050909,2021-05-23,51,F,R06,1,Home,G2
C050912,2021-04-06,52,M,R07,1,Fashion,G3
C050913,2020-12-08,45,F,R05,0,Home,G4
C050914,2021-09-26,43,F,R03,1,Electronics,G1
C050915,2021-12-13,34,F,R05,1,Beauty,G5
C050917,2021-07-29,38,F,R06,1,Fashion,G4
C050919,2022-06-17,52,F,R07,1,Home,G1
C050920,2021-01-17,34,F,R03,1,Fashion,G3
C050921,2020-07-04,26,M,R04,1,Grocery,G2
C050922,2021-09-30,46,F,R04,1,Fashion,G3
C050925,2022-08-21,36,M,R05,1,Beauty,G3
C050928,2022-06-16,44,F,R05,1,Electronics,G3
C050929,2021-09-30,37,M,R06,1,Beauty,G2
C050930,2022-06-23,19,M,R02,0,Fashion,G4
C050931,2022-03-24,50,F,R04,0,Home,G2
C050932,2020-11-16,52,M,R07,1,Home,G3
C050933,2021-11-19,19,F,R02,1,Grocery,G3
C050934,2021-12-15,34,F,R03,1,Electronics,G3
C050935,2020-06-05,25,F,R07,0,Home,G2
C050937,2021-12-31,53,M,R05,0,Home,G4
C050938,2022-09-24,19,F,R06,1,Home,G4
C050940,2022-03-11,31,M,R06,0,Electronics,G3
C050941,2020-01-28,19,F,R02,0,Home,G1
C050946,2021-01-04,30,M,R05,1,Fashion,G3
C050947,2021-06-24,21,F,R05,1,Electronics,G5
C050949,2021-04-24,29,M,R02,1,Electronics,G1
C050950,2020-07-31,42,F,R05,1,Electronics,G5
C050952,2022-07-18,43,F,R05,0,Home,G4
C050953,2020-12-25,31,F,R04,0,Fashion,G5
C050956,2020-06-03,46,F,R02,0,Grocery,G4
C050957,2021-01-14,43,F,R01,1,Electronics,G4
C050960,2020-08-25,29,F,R02,1,Grocery,G2
C050962,2021-12-05,62,M,R01,1,Electronics,G2
C050963,2020-06-15,30,M,R04,1,Beauty,G3
C050966,2020-09-07,38,M,R03,1,Fashion,G2
C050967,2020-10-06,36,M,R02,1,Grocery,G4
C050968,2021-04-20,43,M,R07,1,Beauty,G4
C050969,2021-05-12,40,F,R04,0,Fashion,G2
C050970,2022-08-21,51,F,R04,1,Home,G2
C050971,2022-09-04,51,F,R06,1,Home,G5
C050972,2022-01-02,22,F,R05,0,Grocery,G1
C050974,2022-09-23,33,M,R04,1,Beauty,G4
C050975,2021-12-01,29,F,R07,1,Fashion,G3
C050976,2021-02-14,50,F,R04,1,Electronics,G2
C050979,2021-06-22,25,F,R04,0,Home,G3
C050980,2022-08-26,46,M,R06,1,Beauty,G3
C050983,2022-08-25,31,F,R04,0,Fashion,G2
C050985,2021-06-30,42,M,R01,0,Electronics,G4
C050986,2021-12-10,41,M,R03,0,Grocery,G3
C050987,2021-05-05,38,M,R04,1,Beauty,G4
C050988,2021-04-15,22,F,R07,1,Electronics,G2
C050991,2021-07-21,40,F,R05,1,Beauty,G3
C050994,2021-10-25,41,F,R01,0,Electronics,G4
C050997,2021-07-03,25,F,R01,1,Fashion,G2
C050998,2022-09-06,31,M,R05,1,Beauty,G4
C050999,2021-04-21,37,M,R03,1,Home,G3
C051002,2021-06-04,24,F,R05,1,Fashion,G5
C051004,2021-05-25,34,F,R02,0,Fashion,G3
C051006,2020-11-20,37,M,R06,0,Home,G4
C051008,2022-07-23,28,F,R01,0,Home,G2
C051010,2022-02-11,42,F,R06,0,Grocery,G3
C051012,2020-05-18,50,M,R01,1,Home,G4
C051013,2020-08-29,36,F,R05,0,Grocery,G1
C051014,2020-11-11,42,M,R05,1,Beauty,G4
C051016,2022-01-02,19,M,R03,0,Beauty,G4
C051017,2020-05-14,40,M,R05,1,Electronics,G2
C051018,2020-07-06,37,M,R01,1,Electronics,G3
C051021,2020-03-09,41,M,R02,1,Beauty,G1
C051025,2021-01-08,36,F,R06,1,Fashion,G2
C051026,2020-01-12,54,M,R01,1,Grocery,G2
C051027,2021-05-01,23,F,R06,1,Grocery,G4
C051028,2022-03-05,21,F,R05,1,Beauty,G2
C051029,2022-01-27,28,M,R06,1,Beauty,G2
C051031,2022-02-02,44,M,R01,1,Fashion,G3
C051032,2021-02-20,22,F,R04,0,Beauty,G5
C051034,2020-12-06,28,M,R03,0,Beauty,G4
C051035,2021-09-11,36,M,R04,1,Grocery,G3
C051036,2021-12-21,55,F,R02,1,Grocery,G4
C051037,2020-11-06,30,F,R02,0,Beauty,G2
C051039,2020-10-19,30,F,R07,0,Electronics,G1
C051040,2021-09-16,42,F,R05,0,Home,G2
C051041,2021-01-10,48,M,R03,0,Home,G4
C051043,2020-12-05,45,F,R07,1,Electronics,G2
C051044,2020-03-23,60,F,R07,0,Grocery,G3
C051045,2021-07-30,39,M,R07,0,Beauty,G4
C051046,2021-03-27,44,M,R06,1,Electronics,G4
C051047,2020-01-03,49,M,R02,0,Home,G2
C051048,2021-03-31,29,F,R02,1,Beauty,G1
C051049,2022-05-22,29,F,R07,1,Fashion,G4
C051050,2020-08-23,23,F,R04,0,Grocery,G3
C051051,2021-01-23,33,F,R05,1,Home,G5
C051053,2021-10-02,37,M,R04,1,Electronics,G2
C051056,2020-01-30,19,M,R05,1,Electronics,G2
C051057,2021-08-05,33,F,R05,1,Grocery,G2
C051058,2022-09-08,56,F,R01,1,Beauty,G2
C051060,2021-08-27,24,M,R06,1,Electronics,G4
C051061,2020-10-09,29,M,R05,0,Beauty,G5
C051064,2022-01-08,49,F,R02,1,Home,G4
C051065,2021-12-31,31,F,R04,0,Grocery,G3
C051066,2020-11-14,31,F,R03,1,Beauty,G4
C051067,2022-08-28,26,F,R07,1,Grocery,G4
C051068,2020-12-02,44,M,R01,0,Grocery,G1
C051070,2022-09-04,26,F,R06,0,Home,G4
C051071,2022-07-03,48,M,R05,1,Fashion,G5
C051073,2021-09-05,35,M,R07,1,Fashion,G3
C051075,2020-07-25,31,F,R04,0,Beauty,G4
C051079,2022-07-21,32,M,R02,1,Electronics,G3
C051080,2021-08-05,38,F,R05,1,Home,G5
C051081,2020-12-07,38,F,R01,1,Grocery,G2
C051082,2021-04-04,30,M,R01,1,Fashion,G4
C051084,2022-08-10,49,M,R01,0,Electronics,G4
C051085,2022-09-04,42,M,R06,1,Fashion,G2
C051087,2022-04-29,32,F,R05,1,Electronics,G3
C051088,2020-12-16,23,F,R02,1,Home,G5
C051091,2021-01-29,53,M,R07,1,Beauty,G3
C051096,2021-09-24,25,M,R07,1,Home,G2
C051098,2022-02-18,26,F,R01,1,Grocery,G4
C051099,2020-03-27,19,F,R03,1,Electronics,G3
C051100,2020-07-07,29,F,R07,1,Beauty,G2
C051102,2021-09-07,51,M,R06,1,Electronics,G2
C051105,2020-03-07,51,F,R04,0,Electronics,G3
C051106,2021-09-09,45,M,R04,1,Home,G2
C051107,2020-09-04,31,M,R06,1,Home,G3
C051109,2020-07-25,19,M,R04,1,Fashion,G3
C051112,2020-03-23,32,M,R06,1,Grocery,G3
C051113,2021-02-27,32,M,R04,1,Grocery,G4
C051114,2020-03-22,19,F,R03,1,Electronics,G2
C051116,2021-07-02,45,F,R07,1,Electronics,G2
C051117,2021-12-25,34,F,R03,1,Electronics,G5
C051120,2020-04-24,46,F,R07,1,Beauty,G1
C051121,2021-01-11,19,M,R04,1,Grocery,G3
C051126,2020-06-02,42,M,R04,1,Beauty,G3
C051128,2021-02-26,19,F,R02,1,Electronics,G3
C051129,2022-08-09,39,M,R05,1,Home,G2
C051130,2022-08-07,19,F,R07,1,Electronics,G5
C051134,2020-05-26,22,F,R06,1,Grocery,G3
C051135,2022-01-03,34,M,R02,0,Grocery,G4
C051136,2022-03-04,19,M,R03,0,Grocery,G2
C051138,2020-11-03,49,M,R07,1,Electronics,G2
C051139,2021-12-15,46,M,R05,1,Electronics,G3
